"","month","year","damagecause","county","state","commodity","count"
"33751","JUN",2005,"Decline in Price","Lincoln","WA","WHEAT",1
"33752","MAY",2005,"Decline in Price","Lincoln","WA","WHEAT",1
"33753","SEP",2005,"Decline in Price","Lincoln","WA","WHEAT",1
"33754","AUG",2006,"Decline in Price","Lincoln","WA","WHEAT",1
"33755","SEP",2006,"Decline in Price","Lincoln","WA","WHEAT",1
"33756","APR",2009,"Decline in Price","Lincoln","WA","WHEAT",1
"33757","AUG",2009,"Decline in Price","Lincoln","WA","WHEAT",1
"33758","FEB",2009,"Decline in Price","Lincoln","WA","WHEAT",1
"33759","JAN",2009,"Decline in Price","Lincoln","WA","WHEAT",1
"33760","JUL",2009,"Decline in Price","Lincoln","WA","WHEAT",2
"33761","JUN",2009,"Decline in Price","Lincoln","WA","WHEAT",1
"33762","MAY",2009,"Decline in Price","Lincoln","WA","WHEAT",1
"33763","OCT",2009,"Decline in Price","Lincoln","WA","WHEAT",1
"33764","SEP",2009,"Decline in Price","Lincoln","WA","WHEAT",2
"33765","APR",2011,"Decline in Price","Lincoln","WA","WHEAT",1
"33766","AUG",2011,"Decline in Price","Lincoln","WA","WHEAT",1
"33767","JUL",2011,"Decline in Price","Lincoln","WA","WHEAT",1
"33768","JUN",2011,"Decline in Price","Lincoln","WA","WHEAT",1
"33769","MAY",2011,"Decline in Price","Lincoln","WA","WHEAT",1
"33770","OCT",2011,"Decline in Price","Lincoln","WA","WHEAT",1
"33771","SEP",2011,"Decline in Price","Lincoln","WA","WHEAT",1
"33772","FEB",2012,"Decline in Price","Lincoln","WA","WHEAT",1
"33773","JAN",2012,"Decline in Price","Lincoln","WA","WHEAT",1
"33774","MAY",2012,"Decline in Price","Lincoln","WA","WHEAT",1
"33775","SEP",2012,"Decline in Price","Lincoln","WA","WHEAT",1
"33776","APR",2013,"Decline in Price","Lincoln","WA","WHEAT",1
"33777","AUG",2013,"Decline in Price","Lincoln","WA","WHEAT",1
"33778","FEB",2013,"Decline in Price","Lincoln","WA","WHEAT",1
"33779","JUL",2013,"Decline in Price","Lincoln","WA","WHEAT",1
"33780","JUN",2013,"Decline in Price","Lincoln","WA","WHEAT",1
"33781","MAY",2013,"Decline in Price","Lincoln","WA","WHEAT",1
"33782","OCT",2013,"Decline in Price","Lincoln","WA","WHEAT",1
"33783","SEP",2013,"Decline in Price","Lincoln","WA","WHEAT",2
"33784","AUG",2014,"Decline in Price","Lincoln","WA","WHEAT",1
"33785","DEC",2014,"Decline in Price","Lincoln","WA","WHEAT",1
"33786","FEB",2014,"Decline in Price","Lincoln","WA","WHEAT",1
"33787","JUL",2014,"Decline in Price","Lincoln","WA","WHEAT",1
"33788","JUN",2014,"Decline in Price","Lincoln","WA","WHEAT",1
"33789","MAR",2014,"Decline in Price","Lincoln","WA","WHEAT",1
"33790","MAY",2014,"Decline in Price","Lincoln","WA","WHEAT",1
"33791","SEP",2014,"Decline in Price","Lincoln","WA","WHEAT",2
"33792","AUG",2015,"Decline in Price","Lincoln","WA","WHEAT",1
"33793","JUL",2015,"Decline in Price","Lincoln","WA","WHEAT",1
"33794","JUN",2015,"Decline in Price","Lincoln","WA","WHEAT",1
"33795","MAY",2015,"Decline in Price","Lincoln","WA","WHEAT",1
"33796","SEP",2015,"Decline in Price","Lincoln","WA","WHEAT",2
"33797","APR",1989,"Drought","Lincoln","WA","WHEAT",1
"33798","AUG",1989,"Drought","Lincoln","WA","WHEAT",1
"33799","FEB",1989,"Drought","Lincoln","WA","WHEAT",1
"33800","JUL",1989,"Drought","Lincoln","WA","WHEAT",1
"33801","JUN",1989,"Drought","Lincoln","WA","WHEAT",1
"33802","MAR",1989,"Drought","Lincoln","WA","WHEAT",1
"33803","MAY",1989,"Drought","Lincoln","WA","WHEAT",1
"33804","OCT",1989,"Drought","Lincoln","WA","WHEAT",1
"33805","SEP",1989,"Drought","Lincoln","WA","WHEAT",1
"33806","AUG",1990,"Drought","Lincoln","WA","WHEAT",1
"33807","DEC",1990,"Drought","Lincoln","WA","WHEAT",1
"33808","JUL",1990,"Drought","Lincoln","WA","WHEAT",1
"33809","JUN",1990,"Drought","Lincoln","WA","WHEAT",2
"33810","MAY",1990,"Drought","Lincoln","WA","WHEAT",1
"33811","NOV",1990,"Drought","Lincoln","WA","WHEAT",1
"33812","OCT",1990,"Drought","Lincoln","WA","WHEAT",3
"33813","SEP",1990,"Drought","Lincoln","WA","WHEAT",1
"33814","APR",1991,"Drought","Lincoln","WA","WHEAT",1
"33815","AUG",1991,"Drought","Lincoln","WA","WHEAT",1
"33816","DEC",1991,"Drought","Lincoln","WA","WHEAT",1
"33817","JUL",1991,"Drought","Lincoln","WA","WHEAT",2
"33818","JUN",1991,"Drought","Lincoln","WA","WHEAT",2
"33819","NOV",1991,"Drought","Lincoln","WA","WHEAT",1
"33820","OCT",1991,"Drought","Lincoln","WA","WHEAT",2
"33821","SEP",1991,"Drought","Lincoln","WA","WHEAT",3
"33822","APR",1992,"Drought","Lincoln","WA","WHEAT",1
"33823","AUG",1992,"Drought","Lincoln","WA","WHEAT",2
"33824","DEC",1992,"Drought","Lincoln","WA","WHEAT",4
"33825","FEB",1992,"Drought","Lincoln","WA","WHEAT",1
"33826","JUL",1992,"Drought","Lincoln","WA","WHEAT",2
"33827","JUN",1992,"Drought","Lincoln","WA","WHEAT",6
"33828","MAR",1992,"Drought","Lincoln","WA","WHEAT",3
"33829","MAY",1992,"Drought","Lincoln","WA","WHEAT",2
"33830","NOV",1992,"Drought","Lincoln","WA","WHEAT",1
"33831","OCT",1992,"Drought","Lincoln","WA","WHEAT",3
"33832","SEP",1992,"Drought","Lincoln","WA","WHEAT",2
"33833","JUL",1993,"Drought","Lincoln","WA","WHEAT",1
"33834","JUN",1993,"Drought","Lincoln","WA","WHEAT",1
"33835","MAR",1993,"Drought","Lincoln","WA","WHEAT",2
"33836","NOV",1993,"Drought","Lincoln","WA","WHEAT",1
"33837","OCT",1993,"Drought","Lincoln","WA","WHEAT",2
"33838","SEP",1993,"Drought","Lincoln","WA","WHEAT",2
"33839","APR",1994,"Drought","Lincoln","WA","WHEAT",2
"33840","AUG",1994,"Drought","Lincoln","WA","WHEAT",2
"33841","FEB",1994,"Drought","Lincoln","WA","WHEAT",1
"33842","JAN",1994,"Drought","Lincoln","WA","WHEAT",1
"33843","JUL",1994,"Drought","Lincoln","WA","WHEAT",1
"33844","JUN",1994,"Drought","Lincoln","WA","WHEAT",1
"33845","MAY",1994,"Drought","Lincoln","WA","WHEAT",1
"33846","SEP",1994,"Drought","Lincoln","WA","WHEAT",1
"33847","APR",1995,"Drought","Lincoln","WA","WHEAT",1
"33848","FEB",1995,"Drought","Lincoln","WA","WHEAT",2
"33849","MAR",1995,"Drought","Lincoln","WA","WHEAT",1
"33850","SEP",1995,"Drought","Lincoln","WA","WHEAT",1
"33851","AUG",1996,"Drought","Lincoln","WA","WHEAT",1
"33852","JUL",1996,"Drought","Lincoln","WA","WHEAT",1
"33853","JUN",1996,"Drought","Lincoln","WA","WHEAT",1
"33854","SEP",1996,"Drought","Lincoln","WA","WHEAT",1
"33855","AUG",1998,"Drought","Lincoln","WA","WHEAT",1
"33856","JUL",1998,"Drought","Lincoln","WA","WHEAT",1
"33857","AUG",1999,"Drought","Lincoln","WA","WHEAT",1
"33858","FEB",1999,"Drought","Lincoln","WA","WHEAT",1
"33859","JUL",1999,"Drought","Lincoln","WA","WHEAT",1
"33860","JUN",1999,"Drought","Lincoln","WA","WHEAT",2
"33861","MAR",1999,"Drought","Lincoln","WA","WHEAT",1
"33862","MAY",1999,"Drought","Lincoln","WA","WHEAT",1
"33863","NOV",1999,"Drought","Lincoln","WA","WHEAT",1
"33864","OCT",1999,"Drought","Lincoln","WA","WHEAT",1
"33865","SEP",1999,"Drought","Lincoln","WA","WHEAT",1
"33866","JUL",2000,"Drought","Lincoln","WA","WHEAT",2
"33867","JUN",2000,"Drought","Lincoln","WA","WHEAT",2
"33868","MAY",2000,"Drought","Lincoln","WA","WHEAT",2
"33869","APR",2001,"Drought","Lincoln","WA","WHEAT",2
"33870","AUG",2001,"Drought","Lincoln","WA","WHEAT",2
"33871","DEC",2001,"Drought","Lincoln","WA","WHEAT",1
"33872","FEB",2001,"Drought","Lincoln","WA","WHEAT",1
"33873","JUL",2001,"Drought","Lincoln","WA","WHEAT",2
"33874","JUN",2001,"Drought","Lincoln","WA","WHEAT",2
"33875","MAY",2001,"Drought","Lincoln","WA","WHEAT",2
"33876","NOV",2001,"Drought","Lincoln","WA","WHEAT",1
"33877","OCT",2001,"Drought","Lincoln","WA","WHEAT",2
"33878","SEP",2001,"Drought","Lincoln","WA","WHEAT",2
"33879","AUG",2002,"Drought","Lincoln","WA","WHEAT",2
"33880","DEC",2002,"Drought","Lincoln","WA","WHEAT",1
"33881","JUL",2002,"Drought","Lincoln","WA","WHEAT",2
"33882","JUN",2002,"Drought","Lincoln","WA","WHEAT",3
"33883","MAY",2002,"Drought","Lincoln","WA","WHEAT",4
"33884","NOV",2002,"Drought","Lincoln","WA","WHEAT",3
"33885","OCT",2002,"Drought","Lincoln","WA","WHEAT",2
"33886","SEP",2002,"Drought","Lincoln","WA","WHEAT",2
"33887","APR",2003,"Drought","Lincoln","WA","WHEAT",1
"33888","AUG",2003,"Drought","Lincoln","WA","WHEAT",2
"33889","DEC",2003,"Drought","Lincoln","WA","WHEAT",4
"33890","FEB",2003,"Drought","Lincoln","WA","WHEAT",1
"33891","JUL",2003,"Drought","Lincoln","WA","WHEAT",2
"33892","JUN",2003,"Drought","Lincoln","WA","WHEAT",2
"33893","MAR",2003,"Drought","Lincoln","WA","WHEAT",1
"33894","MAY",2003,"Drought","Lincoln","WA","WHEAT",2
"33895","NOV",2003,"Drought","Lincoln","WA","WHEAT",2
"33896","OCT",2003,"Drought","Lincoln","WA","WHEAT",3
"33897","SEP",2003,"Drought","Lincoln","WA","WHEAT",2
"33898","APR",2004,"Drought","Lincoln","WA","WHEAT",2
"33899","AUG",2004,"Drought","Lincoln","WA","WHEAT",2
"33900","DEC",2004,"Drought","Lincoln","WA","WHEAT",2
"33901","FEB",2004,"Drought","Lincoln","WA","WHEAT",1
"33902","JUL",2004,"Drought","Lincoln","WA","WHEAT",2
"33903","JUN",2004,"Drought","Lincoln","WA","WHEAT",2
"33904","MAR",2004,"Drought","Lincoln","WA","WHEAT",1
"33905","MAY",2004,"Drought","Lincoln","WA","WHEAT",2
"33906","NOV",2004,"Drought","Lincoln","WA","WHEAT",3
"33907","OCT",2004,"Drought","Lincoln","WA","WHEAT",2
"33908","SEP",2004,"Drought","Lincoln","WA","WHEAT",2
"33909","APR",2005,"Drought","Lincoln","WA","WHEAT",1
"33910","AUG",2005,"Drought","Lincoln","WA","WHEAT",2
"33911","DEC",2005,"Drought","Lincoln","WA","WHEAT",1
"33912","FEB",2005,"Drought","Lincoln","WA","WHEAT",1
"33913","JAN",2005,"Drought","Lincoln","WA","WHEAT",1
"33914","JUL",2005,"Drought","Lincoln","WA","WHEAT",2
"33915","JUN",2005,"Drought","Lincoln","WA","WHEAT",2
"33916","MAR",2005,"Drought","Lincoln","WA","WHEAT",2
"33917","MAY",2005,"Drought","Lincoln","WA","WHEAT",2
"33918","SEP",2005,"Drought","Lincoln","WA","WHEAT",1
"33919","JUL",2006,"Drought","Lincoln","WA","WHEAT",1
"33920","JUN",2006,"Drought","Lincoln","WA","WHEAT",1
"33921","MAY",2006,"Drought","Lincoln","WA","WHEAT",2
"33922","SEP",2006,"Drought","Lincoln","WA","WHEAT",1
"33923","APR",2007,"Drought","Lincoln","WA","WHEAT",1
"33924","AUG",2007,"Drought","Lincoln","WA","WHEAT",1
"33925","JUL",2007,"Drought","Lincoln","WA","WHEAT",2
"33926","JUN",2007,"Drought","Lincoln","WA","WHEAT",2
"33927","MAY",2007,"Drought","Lincoln","WA","WHEAT",2
"33928","APR",2008,"Drought","Lincoln","WA","WHEAT",2
"33929","AUG",2008,"Drought","Lincoln","WA","WHEAT",2
"33930","FEB",2008,"Drought","Lincoln","WA","WHEAT",1
"33931","JAN",2008,"Drought","Lincoln","WA","WHEAT",4
"33932","JUL",2008,"Drought","Lincoln","WA","WHEAT",2
"33933","JUN",2008,"Drought","Lincoln","WA","WHEAT",2
"33934","MAR",2008,"Drought","Lincoln","WA","WHEAT",2
"33935","MAY",2008,"Drought","Lincoln","WA","WHEAT",4
"33936","NOV",2008,"Drought","Lincoln","WA","WHEAT",2
"33937","SEP",2008,"Drought","Lincoln","WA","WHEAT",1
"33938","APR",2009,"Drought","Lincoln","WA","WHEAT",1
"33939","AUG",2009,"Drought","Lincoln","WA","WHEAT",2
"33940","DEC",2009,"Drought","Lincoln","WA","WHEAT",4
"33941","FEB",2009,"Drought","Lincoln","WA","WHEAT",5
"33942","JAN",2009,"Drought","Lincoln","WA","WHEAT",5
"33943","JUL",2009,"Drought","Lincoln","WA","WHEAT",4
"33944","JUN",2009,"Drought","Lincoln","WA","WHEAT",3
"33945","MAR",2009,"Drought","Lincoln","WA","WHEAT",4
"33946","MAY",2009,"Drought","Lincoln","WA","WHEAT",2
"33947","NOV",2009,"Drought","Lincoln","WA","WHEAT",5
"33948","OCT",2009,"Drought","Lincoln","WA","WHEAT",5
"33949","SEP",2009,"Drought","Lincoln","WA","WHEAT",2
"33950","APR",2010,"Drought","Lincoln","WA","WHEAT",1
"33951","AUG",2010,"Drought","Lincoln","WA","WHEAT",1
"33952","DEC",2010,"Drought","Lincoln","WA","WHEAT",3
"33953","FEB",2010,"Drought","Lincoln","WA","WHEAT",1
"33954","JAN",2010,"Drought","Lincoln","WA","WHEAT",1
"33955","JUL",2010,"Drought","Lincoln","WA","WHEAT",1
"33956","JUN",2010,"Drought","Lincoln","WA","WHEAT",1
"33957","MAR",2010,"Drought","Lincoln","WA","WHEAT",1
"33958","MAY",2010,"Drought","Lincoln","WA","WHEAT",1
"33959","NOV",2010,"Drought","Lincoln","WA","WHEAT",5
"33960","OCT",2010,"Drought","Lincoln","WA","WHEAT",1
"33961","SEP",2010,"Drought","Lincoln","WA","WHEAT",1
"33962","JUL",2011,"Drought","Lincoln","WA","WHEAT",1
"33963","DEC",2012,"Drought","Lincoln","WA","WHEAT",1
"33964","JAN",2012,"Drought","Lincoln","WA","WHEAT",1
"33965","JUL",2012,"Drought","Lincoln","WA","WHEAT",1
"33966","MAY",2012,"Drought","Lincoln","WA","WHEAT",1
"33967","NOV",2012,"Drought","Lincoln","WA","WHEAT",1
"33968","APR",2013,"Drought","Lincoln","WA","WHEAT",1
"33969","AUG",2013,"Drought","Lincoln","WA","WHEAT",1
"33970","JAN",2013,"Drought","Lincoln","WA","WHEAT",1
"33971","JUL",2013,"Drought","Lincoln","WA","WHEAT",2
"33972","JUN",2013,"Drought","Lincoln","WA","WHEAT",1
"33973","MAY",2013,"Drought","Lincoln","WA","WHEAT",1
"33974","OCT",2013,"Drought","Lincoln","WA","WHEAT",1
"33975","APR",2014,"Drought","Lincoln","WA","WHEAT",2
"33976","AUG",2014,"Drought","Lincoln","WA","WHEAT",2
"33977","DEC",2014,"Drought","Lincoln","WA","WHEAT",1
"33978","FEB",2014,"Drought","Lincoln","WA","WHEAT",2
"33979","JAN",2014,"Drought","Lincoln","WA","WHEAT",2
"33980","JUL",2014,"Drought","Lincoln","WA","WHEAT",2
"33981","JUN",2014,"Drought","Lincoln","WA","WHEAT",5
"33982","MAR",2014,"Drought","Lincoln","WA","WHEAT",2
"33983","MAY",2014,"Drought","Lincoln","WA","WHEAT",3
"33984","NOV",2014,"Drought","Lincoln","WA","WHEAT",1
"33985","OCT",2014,"Drought","Lincoln","WA","WHEAT",1
"33986","SEP",2014,"Drought","Lincoln","WA","WHEAT",1
"33987","APR",2015,"Drought","Lincoln","WA","WHEAT",2
"33988","AUG",2015,"Drought","Lincoln","WA","WHEAT",1
"33989","DEC",2015,"Drought","Lincoln","WA","WHEAT",1
"33990","FEB",2015,"Drought","Lincoln","WA","WHEAT",4
"33991","JAN",2015,"Drought","Lincoln","WA","WHEAT",4
"33992","JUL",2015,"Drought","Lincoln","WA","WHEAT",2
"33993","JUN",2015,"Drought","Lincoln","WA","WHEAT",3
"33994","MAR",2015,"Drought","Lincoln","WA","WHEAT",2
"33995","MAY",2015,"Drought","Lincoln","WA","WHEAT",2
"33996","NOV",2015,"Drought","Lincoln","WA","WHEAT",2
"33997","OCT",2015,"Drought","Lincoln","WA","WHEAT",1
"33998","SEP",2015,"Drought","Lincoln","WA","WHEAT",2
"33999","JUL",1992,"Excess Moisture/Precip/Rain","Lincoln","WA","WHEAT",2
"34000","DEC",1995,"Excess Moisture/Precip/Rain","Lincoln","WA","WHEAT",1
"34001","JUN",1995,"Excess Moisture/Precip/Rain","Lincoln","WA","WHEAT",1
"34002","APR",1996,"Excess Moisture/Precip/Rain","Lincoln","WA","WHEAT",1
"34003","JUN",1997,"Excess Moisture/Precip/Rain","Lincoln","WA","WHEAT",1
"34004","APR",2000,"Excess Moisture/Precip/Rain","Lincoln","WA","WHEAT",1
"34005","JUL",2000,"Excess Moisture/Precip/Rain","Lincoln","WA","WHEAT",1
"34006","MAR",2000,"Excess Moisture/Precip/Rain","Lincoln","WA","WHEAT",2
"34007","MAY",2000,"Excess Moisture/Precip/Rain","Lincoln","WA","WHEAT",1
"34008","FEB",2002,"Excess Moisture/Precip/Rain","Lincoln","WA","WHEAT",1
"34009","JAN",2002,"Excess Moisture/Precip/Rain","Lincoln","WA","WHEAT",1
"34010","OCT",2002,"Excess Moisture/Precip/Rain","Lincoln","WA","WHEAT",1
"34011","APR",2006,"Excess Moisture/Precip/Rain","Lincoln","WA","WHEAT",1
"34012","MAY",2006,"Excess Moisture/Precip/Rain","Lincoln","WA","WHEAT",1
"34013","MAR",2007,"Excess Moisture/Precip/Rain","Lincoln","WA","WHEAT",1
"34014","AUG",2009,"Excess Moisture/Precip/Rain","Lincoln","WA","WHEAT",1
"34015","APR",2011,"Excess Moisture/Precip/Rain","Lincoln","WA","WHEAT",3
"34016","MAY",2011,"Excess Moisture/Precip/Rain","Lincoln","WA","WHEAT",3
"34017","SEP",2011,"Excess Moisture/Precip/Rain","Lincoln","WA","WHEAT",1
"34018","APR",2012,"Excess Moisture/Precip/Rain","Lincoln","WA","WHEAT",1
"34019","MAR",2012,"Excess Moisture/Precip/Rain","Lincoln","WA","WHEAT",1
"34020","MAY",2012,"Excess Moisture/Precip/Rain","Lincoln","WA","WHEAT",1
"34021","AUG",2013,"Excess Moisture/Precip/Rain","Lincoln","WA","WHEAT",1
"34022","MAR",2013,"Excess Moisture/Precip/Rain","Lincoln","WA","WHEAT",1
"34023","JAN",2015,"Excess Moisture/Precip/Rain","Lincoln","WA","WHEAT",2
"34024","OCT",2015,"Excess Moisture/Precip/Rain","Lincoln","WA","WHEAT",1
"34025","DEC",1992,"Failure Irrig Supply","Lincoln","WA","WHEAT",1
"34026","MAY",1992,"Failure Irrig Supply","Lincoln","WA","WHEAT",1
"34027","JUN",2004,"Failure Irrig Supply","Lincoln","WA","WHEAT",1
"34028","JUL",2006,"Failure Irrig Supply","Lincoln","WA","WHEAT",1
"34029","JUN",2015,"Failure Irrig Supply","Lincoln","WA","WHEAT",1
"34030","MAY",2015,"Failure Irrig Supply","Lincoln","WA","WHEAT",1
"34031","AUG",1996,"Fire","Lincoln","WA","WHEAT",1
"34032","AUG",2010,"Fire","Lincoln","WA","WHEAT",2
"34033","JUL",2010,"Fire","Lincoln","WA","WHEAT",1
"34034","MAR",1989,"Flood","Lincoln","WA","WHEAT",1
"34035","MAR",1993,"Flood","Lincoln","WA","WHEAT",1
"34036","JAN",1997,"Flood","Lincoln","WA","WHEAT",1
"34037","JUL",1997,"Flood","Lincoln","WA","WHEAT",1
"34038","MAR",2004,"Flood","Lincoln","WA","WHEAT",1
"34039","MAR",2007,"Flood","Lincoln","WA","WHEAT",1
"34040","JUN",2014,"Flood","Lincoln","WA","WHEAT",1
"34041","FEB",1989,"Freeze","Lincoln","WA","WHEAT",2
"34042","JUL",1989,"Freeze","Lincoln","WA","WHEAT",1
"34043","OCT",1989,"Freeze","Lincoln","WA","WHEAT",1
"34044","APR",1991,"Freeze","Lincoln","WA","WHEAT",1
"34045","DEC",1991,"Freeze","Lincoln","WA","WHEAT",2
"34046","JAN",1991,"Freeze","Lincoln","WA","WHEAT",1
"34047","JUN",1991,"Freeze","Lincoln","WA","WHEAT",1
"34048","NOV",1991,"Freeze","Lincoln","WA","WHEAT",1
"34049","OCT",1991,"Freeze","Lincoln","WA","WHEAT",2
"34050","SEP",1991,"Freeze","Lincoln","WA","WHEAT",2
"34051","APR",1992,"Freeze","Lincoln","WA","WHEAT",1
"34052","AUG",1992,"Freeze","Lincoln","WA","WHEAT",1
"34053","DEC",1992,"Freeze","Lincoln","WA","WHEAT",1
"34054","JUL",1992,"Freeze","Lincoln","WA","WHEAT",1
"34055","JUN",1992,"Freeze","Lincoln","WA","WHEAT",2
"34056","MAY",1992,"Freeze","Lincoln","WA","WHEAT",2
"34057","SEP",1992,"Freeze","Lincoln","WA","WHEAT",1
"34058","APR",1993,"Freeze","Lincoln","WA","WHEAT",1
"34059","FEB",1993,"Freeze","Lincoln","WA","WHEAT",1
"34060","JUN",1994,"Freeze","Lincoln","WA","WHEAT",1
"34061","DEC",1995,"Freeze","Lincoln","WA","WHEAT",1
"34062","FEB",1995,"Freeze","Lincoln","WA","WHEAT",1
"34063","MAR",1995,"Freeze","Lincoln","WA","WHEAT",1
"34064","NOV",1995,"Freeze","Lincoln","WA","WHEAT",2
"34065","FEB",1997,"Freeze","Lincoln","WA","WHEAT",1
"34066","APR",1999,"Freeze","Lincoln","WA","WHEAT",1
"34067","DEC",1999,"Freeze","Lincoln","WA","WHEAT",3
"34068","FEB",1999,"Freeze","Lincoln","WA","WHEAT",1
"34069","JAN",1999,"Freeze","Lincoln","WA","WHEAT",1
"34070","MAY",1999,"Freeze","Lincoln","WA","WHEAT",1
"34071","MAR",2001,"Freeze","Lincoln","WA","WHEAT",2
"34072","AUG",2002,"Freeze","Lincoln","WA","WHEAT",1
"34073","SEP",2002,"Freeze","Lincoln","WA","WHEAT",1
"34074","MAY",2003,"Freeze","Lincoln","WA","WHEAT",1
"34075","NOV",2003,"Freeze","Lincoln","WA","WHEAT",1
"34076","APR",2004,"Freeze","Lincoln","WA","WHEAT",3
"34077","AUG",2004,"Freeze","Lincoln","WA","WHEAT",1
"34078","DEC",2004,"Freeze","Lincoln","WA","WHEAT",1
"34079","FEB",2004,"Freeze","Lincoln","WA","WHEAT",1
"34080","JAN",2004,"Freeze","Lincoln","WA","WHEAT",1
"34081","JUN",2004,"Freeze","Lincoln","WA","WHEAT",1
"34082","MAR",2004,"Freeze","Lincoln","WA","WHEAT",3
"34083","MAY",2004,"Freeze","Lincoln","WA","WHEAT",1
"34084","NOV",2004,"Freeze","Lincoln","WA","WHEAT",4
"34085","OCT",2004,"Freeze","Lincoln","WA","WHEAT",1
"34086","SEP",2004,"Freeze","Lincoln","WA","WHEAT",1
"34087","JAN",2005,"Freeze","Lincoln","WA","WHEAT",1
"34088","MAY",2005,"Freeze","Lincoln","WA","WHEAT",2
"34089","FEB",2006,"Freeze","Lincoln","WA","WHEAT",2
"34090","OCT",2006,"Freeze","Lincoln","WA","WHEAT",1
"34091","JAN",2007,"Freeze","Lincoln","WA","WHEAT",4
"34092","MAY",2007,"Freeze","Lincoln","WA","WHEAT",1
"34093","APR",2008,"Freeze","Lincoln","WA","WHEAT",1
"34094","FEB",2008,"Freeze","Lincoln","WA","WHEAT",2
"34095","JUN",2008,"Freeze","Lincoln","WA","WHEAT",2
"34096","MAR",2008,"Freeze","Lincoln","WA","WHEAT",2
"34097","MAY",2008,"Freeze","Lincoln","WA","WHEAT",2
"34098","APR",2009,"Freeze","Lincoln","WA","WHEAT",2
"34099","DEC",2009,"Freeze","Lincoln","WA","WHEAT",2
"34100","FEB",2009,"Freeze","Lincoln","WA","WHEAT",3
"34101","JAN",2009,"Freeze","Lincoln","WA","WHEAT",3
"34102","MAR",2009,"Freeze","Lincoln","WA","WHEAT",4
"34103","MAY",2009,"Freeze","Lincoln","WA","WHEAT",2
"34104","DEC",2010,"Freeze","Lincoln","WA","WHEAT",2
"34105","JAN",2010,"Freeze","Lincoln","WA","WHEAT",2
"34106","JUN",2010,"Freeze","Lincoln","WA","WHEAT",1
"34107","MAY",2010,"Freeze","Lincoln","WA","WHEAT",2
"34108","DEC",2011,"Freeze","Lincoln","WA","WHEAT",1
"34109","FEB",2011,"Freeze","Lincoln","WA","WHEAT",2
"34110","JAN",2011,"Freeze","Lincoln","WA","WHEAT",1
"34111","JAN",2012,"Freeze","Lincoln","WA","WHEAT",2
"34112","MAY",2012,"Freeze","Lincoln","WA","WHEAT",2
"34113","APR",2013,"Freeze","Lincoln","WA","WHEAT",1
"34114","MAY",2013,"Freeze","Lincoln","WA","WHEAT",1
"34115","DEC",2014,"Freeze","Lincoln","WA","WHEAT",4
"34116","FEB",2014,"Freeze","Lincoln","WA","WHEAT",3
"34117","MAY",2014,"Freeze","Lincoln","WA","WHEAT",1
"34118","SEP",2014,"Freeze","Lincoln","WA","WHEAT",1
"34119","APR",2015,"Freeze","Lincoln","WA","WHEAT",1
"34120","DEC",2015,"Freeze","Lincoln","WA","WHEAT",3
"34121","FEB",2015,"Freeze","Lincoln","WA","WHEAT",2
"34122","JAN",2015,"Freeze","Lincoln","WA","WHEAT",2
"34123","JUL",2015,"Freeze","Lincoln","WA","WHEAT",1
"34124","MAR",2015,"Freeze","Lincoln","WA","WHEAT",1
"34125","NOV",2015,"Freeze","Lincoln","WA","WHEAT",1
"34126","FEB",1989,"Frost","Lincoln","WA","WHEAT",1
"34127","JUN",1989,"Frost","Lincoln","WA","WHEAT",1
"34128","JUN",1990,"Frost","Lincoln","WA","WHEAT",1
"34129","MAY",1990,"Frost","Lincoln","WA","WHEAT",1
"34130","AUG",1991,"Frost","Lincoln","WA","WHEAT",1
"34131","JUL",1991,"Frost","Lincoln","WA","WHEAT",2
"34132","JUN",1991,"Frost","Lincoln","WA","WHEAT",2
"34133","MAY",1991,"Frost","Lincoln","WA","WHEAT",1
"34134","SEP",1991,"Frost","Lincoln","WA","WHEAT",1
"34135","APR",1992,"Frost","Lincoln","WA","WHEAT",3
"34136","AUG",1992,"Frost","Lincoln","WA","WHEAT",1
"34137","DEC",1992,"Frost","Lincoln","WA","WHEAT",1
"34138","JUL",1992,"Frost","Lincoln","WA","WHEAT",1
"34139","JUN",1992,"Frost","Lincoln","WA","WHEAT",2
"34140","MAY",1992,"Frost","Lincoln","WA","WHEAT",3
"34141","MAY",1993,"Frost","Lincoln","WA","WHEAT",2
"34142","JUN",1994,"Frost","Lincoln","WA","WHEAT",1
"34143","MAR",1994,"Frost","Lincoln","WA","WHEAT",1
"34144","MAY",1994,"Frost","Lincoln","WA","WHEAT",1
"34145","FEB",1995,"Frost","Lincoln","WA","WHEAT",1
"34146","APR",1996,"Frost","Lincoln","WA","WHEAT",1
"34147","AUG",1996,"Frost","Lincoln","WA","WHEAT",1
"34148","JUN",1996,"Frost","Lincoln","WA","WHEAT",1
"34149","MAY",1996,"Frost","Lincoln","WA","WHEAT",1
"34150","APR",1998,"Frost","Lincoln","WA","WHEAT",1
"34151","MAY",1999,"Frost","Lincoln","WA","WHEAT",2
"34152","JUN",2000,"Frost","Lincoln","WA","WHEAT",1
"34153","MAY",2000,"Frost","Lincoln","WA","WHEAT",1
"34154","FEB",2001,"Frost","Lincoln","WA","WHEAT",1
"34155","JUL",2001,"Frost","Lincoln","WA","WHEAT",1
"34156","JUN",2001,"Frost","Lincoln","WA","WHEAT",2
"34157","MAY",2001,"Frost","Lincoln","WA","WHEAT",3
