"","month","year","damagecause","county","state","commodity","loss","count","meanloss","acres","lossperacres"
"21807","SEP",2015,"Decline in Price","Benton","WA","WHEAT",287889.8,1,287889.8,4803.9528,59.9277
"21808","APR",2001,"Drought","Benton","WA","WHEAT",796433,4,199108.25,29033.93,27.4311
"21809","AUG",2001,"Drought","Benton","WA","WHEAT",991,1,991,1241.65,0.7981
"21810","FEB",2001,"Drought","Benton","WA","WHEAT",51739,2,25869.5,7761.1,6.6665
"21811","JAN",2001,"Drought","Benton","WA","WHEAT",142015,4,35503.75,6414.28,22.1404
"21812","JUL",2001,"Drought","Benton","WA","WHEAT",206050,3,68683.3333333333,5708.18,36.0973
"21813","JUN",2001,"Drought","Benton","WA","WHEAT",222693,2,111346.5,10394.81,21.4235
"21814","MAY",2001,"Drought","Benton","WA","WHEAT",781309,4,195327.25,24008.38,32.5432
"21815","APR",2002,"Drought","Benton","WA","WHEAT",866701,3,288900.333333333,24037.27,36.0565
"21816","AUG",2002,"Drought","Benton","WA","WHEAT",1081,1,1081,102.01,10.597
"21817","FEB",2002,"Drought","Benton","WA","WHEAT",135861,2,67930.5,4215.25,32.2308
"21818","JUL",2002,"Drought","Benton","WA","WHEAT",221823,3,73941,12948.48,17.1312
"21819","JUN",2002,"Drought","Benton","WA","WHEAT",341814,3,113938,13732.64,24.8906
"21820","MAY",2002,"Drought","Benton","WA","WHEAT",196864.18,3,65621.3933333333,8165.1499,24.1103
"21821","OCT",2002,"Drought","Benton","WA","WHEAT",48,1,48,5.9,8.1356
"21822","APR",2003,"Drought","Benton","WA","WHEAT",48831,1,48831,3362.34,14.5229
"21823","AUG",2003,"Drought","Benton","WA","WHEAT",32424,2,16212,3162.32,10.2532
"21824","DEC",2003,"Drought","Benton","WA","WHEAT",826,1,826,68.97,11.9762
"21825","FEB",2003,"Drought","Benton","WA","WHEAT",13533,1,13533,1130.59,11.9699
"21826","JUL",2003,"Drought","Benton","WA","WHEAT",370484,2,185242,10278.19,36.0456
"21827","JUN",2003,"Drought","Benton","WA","WHEAT",38092,1,38092,2208.44,17.2484
"21828","MAR",2003,"Drought","Benton","WA","WHEAT",23323,2,11661.5,691.7,33.7184
"21829","MAY",2003,"Drought","Benton","WA","WHEAT",73701.16,2,36850.58,2597.9179,28.3693
"21830","NOV",2003,"Drought","Benton","WA","WHEAT",3576,1,3576,298.78,11.9687
"21831","APR",2004,"Drought","Benton","WA","WHEAT",19318,1,19318,790.96,24.4235
"21832","AUG",2004,"Drought","Benton","WA","WHEAT",46938,1,46938,1543.35,30.4131
"21833","DEC",2004,"Drought","Benton","WA","WHEAT",61680.6,2,30840.3,2313.134,26.6654
"21834","FEB",2004,"Drought","Benton","WA","WHEAT",2431,1,2431,66.42,36.6004
"21835","JAN",2004,"Drought","Benton","WA","WHEAT",57318,2,28659,2535.6,22.6053
"21836","JUL",2004,"Drought","Benton","WA","WHEAT",107904,1,107904,2772.72,38.9163
"21837","JUN",2004,"Drought","Benton","WA","WHEAT",9548,1,9548,410.58,23.2549
"21838","MAR",2004,"Drought","Benton","WA","WHEAT",30117,2,15058.5,1299.45,23.1767
"21839","MAY",2004,"Drought","Benton","WA","WHEAT",27484,2,13742,1073.29,25.6072
"21840","NOV",2004,"Drought","Benton","WA","WHEAT",27120.4,3,9040.13333333333,1961.2,13.8285
"21841","APR",2005,"Drought","Benton","WA","WHEAT",1763,2,881.5,540.55,3.2615
"21842","AUG",2005,"Drought","Benton","WA","WHEAT",21379,1,21379,3005.58,7.1131
"21843","FEB",2005,"Drought","Benton","WA","WHEAT",7786,1,7786,313.29,24.8524
"21844","JAN",2005,"Drought","Benton","WA","WHEAT",10955,1,10955,572.43,19.1377
"21845","JUN",2005,"Drought","Benton","WA","WHEAT",3904,1,3904,329.9,11.8339
"21846","MAR",2005,"Drought","Benton","WA","WHEAT",787,1,787,60,13.1167
"21847","MAY",2005,"Drought","Benton","WA","WHEAT",290174,2,145087,7410.27,39.1584
"21848","MAY",2007,"Drought","Benton","WA","WHEAT",12921,1,12921,306.38,42.1731
"21849","APR",2008,"Drought","Benton","WA","WHEAT",62528,2,31264,1529.25,40.888
"21850","AUG",2008,"Drought","Benton","WA","WHEAT",34947,1,34947,2678.54,13.047
"21851","JAN",2008,"Drought","Benton","WA","WHEAT",21049.02,3,7016.34,1936.5243,10.8695
"21852","JUL",2008,"Drought","Benton","WA","WHEAT",45730,3,15243.3333333333,1761.875,25.9553
"21853","JUN",2008,"Drought","Benton","WA","WHEAT",103249.3,2,51624.65,3471.505,29.7419
"21854","MAR",2008,"Drought","Benton","WA","WHEAT",81644,2,40822,2342.882,34.8477
"21855","MAY",2008,"Drought","Benton","WA","WHEAT",33205,2,16602.5,1271.24,26.1202
"21856","OCT",2008,"Drought","Benton","WA","WHEAT",96509.8,4,24127.45,1917.726,50.3251
"21857","APR",2009,"Drought","Benton","WA","WHEAT",17437,1,17437,1902.31,9.1662
"21858","AUG",2009,"Drought","Benton","WA","WHEAT",261622.37,2,130811.185,3731.4042,70.1137
"21859","DEC",2009,"Drought","Benton","WA","WHEAT",17287.2,1,17287.2,588,29.4
"21860","FEB",2009,"Drought","Benton","WA","WHEAT",11441.2,1,11441.2,88.464,129.3317
"21861","JAN",2009,"Drought","Benton","WA","WHEAT",5754,2,2877,162.655,35.3755
"21862","JUL",2009,"Drought","Benton","WA","WHEAT",231916.3,2,115958.15,2959.748,78.3568
"21863","JUN",2009,"Drought","Benton","WA","WHEAT",578527.5,2,289263.75,10634.415,54.4014
"21864","MAY",2009,"Drought","Benton","WA","WHEAT",180917,2,90458.5,1392.514,129.9211
"21865","NOV",2009,"Drought","Benton","WA","WHEAT",17161.8,1,17161.8,132.696,129.3317
"21866","OCT",2009,"Drought","Benton","WA","WHEAT",232305.07,2,116152.535,3058.8657,75.9448
"21867","FEB",2010,"Drought","Benton","WA","WHEAT",31714.5,2,15857.25,487.99,64.9901
"21868","JUN",2010,"Drought","Benton","WA","WHEAT",8172,1,8172,530.55,15.4029
"21869","MAR",2010,"Drought","Benton","WA","WHEAT",1744.5,1,1744.5,81.7,21.3525
"21870","MAY",2010,"Drought","Benton","WA","WHEAT",8324,2,4162,917.55,9.072
"21871","SEP",2010,"Drought","Benton","WA","WHEAT",782,1,782,387.9,2.016
"21872","AUG",2012,"Drought","Benton","WA","WHEAT",8560.2,1,8560.2,229.38,37.3189
"21873","DEC",2012,"Drought","Benton","WA","WHEAT",8265,1,8265,256.8,32.1846
"21874","FEB",2012,"Drought","Benton","WA","WHEAT",25390,1,25390,973.3,26.0865
"21875","JUL",2012,"Drought","Benton","WA","WHEAT",12882,1,12882,1405.16,9.1676
"21876","JUN",2012,"Drought","Benton","WA","WHEAT",57811,1,57811,691.81,83.5649
"21877","MAY",2012,"Drought","Benton","WA","WHEAT",33510,1,33510,272.64,122.9093
"21878","APR",2013,"Drought","Benton","WA","WHEAT",16451,1,16451,459.55,35.7981
"21879","FEB",2013,"Drought","Benton","WA","WHEAT",84525.5,2,42262.75,1020.045,82.8645
"21880","JUL",2013,"Drought","Benton","WA","WHEAT",44558,2,22279,628.08,70.9432
"21881","JUN",2013,"Drought","Benton","WA","WHEAT",54765.5,2,27382.75,1802.37,30.3853
"21882","MAR",2013,"Drought","Benton","WA","WHEAT",34770.1,2,17385.05,339.046,102.5528
"21883","MAY",2013,"Drought","Benton","WA","WHEAT",323814.45,2,161907.225,8136.246,39.799
"21884","NOV",2013,"Drought","Benton","WA","WHEAT",34237.2,1,34237.2,275.976,124.0586
"21885","APR",2014,"Drought","Benton","WA","WHEAT",535803.25,3,178601.083333333,7166.566,74.7643
"21886","DEC",2014,"Drought","Benton","WA","WHEAT",11010.8,1,11010.8,410.204,26.8423
"21887","FEB",2014,"Drought","Benton","WA","WHEAT",113376.4,4,28344.1,2718.242,41.7095
"21888","JAN",2014,"Drought","Benton","WA","WHEAT",66160.2,3,22053.4,1706.418,38.7714
"21889","JUL",2014,"Drought","Benton","WA","WHEAT",52370.8,1,52370.8,580.404,90.2316
"21890","JUN",2014,"Drought","Benton","WA","WHEAT",445035.29,2,222517.645,5898.3176,75.4512
"21891","MAR",2014,"Drought","Benton","WA","WHEAT",181302.35,3,60434.1166666667,2014.316,90.0069
"21892","MAY",2014,"Drought","Benton","WA","WHEAT",976749.7,3,325583.233333333,18473.6061,52.8727
"21893","NOV",2014,"Drought","Benton","WA","WHEAT",449133.2,3,149711.066666667,7191.76,62.4511
"21894","OCT",2014,"Drought","Benton","WA","WHEAT",112578,1,112578,1800.23,62.5353
"21895","APR",2015,"Drought","Benton","WA","WHEAT",152525.7,2,76262.85,2788.529,54.6975
"21896","FEB",2015,"Drought","Benton","WA","WHEAT",171434,2,85717,2756.14,62.2008
"21897","JAN",2015,"Drought","Benton","WA","WHEAT",685646,2,342823,10534.13,65.0881
"21898","JUL",2015,"Drought","Benton","WA","WHEAT",457778.42,1,457778.42,5685.5608,80.516
"21899","JUN",2015,"Drought","Benton","WA","WHEAT",1432509.22,3,477503.073333333,21749.9545,65.8626
"21900","MAR",2015,"Drought","Benton","WA","WHEAT",113431.33,1,113431.33,1247.1862,90.9498
"21901","MAY",2015,"Drought","Benton","WA","WHEAT",877408.11,2,438704.055,15475.9555,56.6949
"21902","SEP",2015,"Drought","Benton","WA","WHEAT",21928,1,21928,884.2,24.7998
"21903","FEB",2014,"Earthquake","Benton","WA","WHEAT",60036,1,60036,1341.21,44.7626
"21904","JUL",2003,"Excess Moisture/Precip/Rain","Benton","WA","WHEAT",13202,1,13202,350.37,37.6802
"21905","MAR",2003,"Excess Moisture/Precip/Rain","Benton","WA","WHEAT",3507,1,3507,370.99,9.4531
"21906","FEB",2006,"Excess Moisture/Precip/Rain","Benton","WA","WHEAT",5914,1,5914,409,14.4597
"21907","OCT",2007,"Excess Moisture/Precip/Rain","Benton","WA","WHEAT",2998,1,2998,156.72,19.1297
"21908","SEP",2015,"Excess Moisture/Precip/Rain","Benton","WA","WHEAT",18090,1,18090,729.4,24.8012
"21909","SEP",2001,"Failure Irrig Supply","Benton","WA","WHEAT",7669,1,7669,166,46.1988
"21910","OCT",2008,"Fire","Benton","WA","WHEAT",63345,1,63345,960.4,65.9569
"21911","MAY",2001,"Freeze","Benton","WA","WHEAT",2583.6,1,2583.6,76.24,33.8877
"21912","AUG",2004,"Freeze","Benton","WA","WHEAT",2431,1,2431,66.42,36.6004
"21913","DEC",2004,"Freeze","Benton","WA","WHEAT",44048.8,1,44048.8,3182.076,13.8428
"21914","JAN",2004,"Freeze","Benton","WA","WHEAT",31251.6,3,10417.2,2264.24,13.8022
"21915","MAR",2004,"Freeze","Benton","WA","WHEAT",11634,1,11634,868.39,13.3972
"21916","APR",2006,"Freeze","Benton","WA","WHEAT",5911,1,5911,60.8,97.2204
"21917","JAN",2006,"Freeze","Benton","WA","WHEAT",8921.6,1,8921.6,606.12,14.7192
"21918","DEC",2007,"Freeze","Benton","WA","WHEAT",7765,1,7765,414.32,18.7416
"21919","APR",2008,"Freeze","Benton","WA","WHEAT",29343.1,2,14671.55,1055.473,27.8009
"21920","DEC",2008,"Freeze","Benton","WA","WHEAT",652,1,652,32,20.375
"21921","FEB",2008,"Freeze","Benton","WA","WHEAT",445,1,445,17.74,25.0846
"21922","JUN",2008,"Freeze","Benton","WA","WHEAT",14778.4,1,14778.4,382.72,38.6141
"21923","MAY",2008,"Freeze","Benton","WA","WHEAT",21042.4,1,21042.4,287.52,73.1859
"21924","DEC",2009,"Freeze","Benton","WA","WHEAT",1970,1,1970,61.8,31.877
"21925","NOV",2011,"Freeze","Benton","WA","WHEAT",45358,1,45358,223.8,202.672
"21926","APR",2013,"Freeze","Benton","WA","WHEAT",20369,1,20369,432.315,47.1161
"21927","DEC",2014,"Freeze","Benton","WA","WHEAT",119405.2,2,59702.6,4501.666,26.5247
"21928","FEB",2014,"Freeze","Benton","WA","WHEAT",102150,3,34050,1663.695,61.3995
"21929","JAN",2014,"Freeze","Benton","WA","WHEAT",2147.31,1,2147.31,874.4472,2.4556
"21930","DEC",2015,"Freeze","Benton","WA","WHEAT",961.5,1,961.5,38.78,24.7937
"21931","MAY",2001,"Frost","Benton","WA","WHEAT",3875.4,1,3875.4,114.36,33.8877
"21932","APR",2003,"Frost","Benton","WA","WHEAT",15942.75,1,15942.75,490.1025,32.5294
"21933","JAN",2004,"Frost","Benton","WA","WHEAT",23465,1,23465,1527.68,15.3599
"21934","JAN",2006,"Frost","Benton","WA","WHEAT",13697,2,6848.5,370.04,37.0149
"21935","APR",2008,"Frost","Benton","WA","WHEAT",12380,2,6190,325.124,38.0778
"21936","JAN",2008,"Frost","Benton","WA","WHEAT",2450.98,1,2450.98,97.7207,25.0815
"21937","APR",2011,"Frost","Benton","WA","WHEAT",18939,1,18939,358,52.9022
"21938","MAR",2012,"Frost","Benton","WA","WHEAT",374,1,374,199.43,1.8753
"21939","APR",2013,"Frost","Benton","WA","WHEAT",68686.3,2,34343.15,3054.795,22.4847
"21940","FEB",2013,"Frost","Benton","WA","WHEAT",35141.4,1,35141.4,245.784,142.9768
"21941","JAN",2013,"Frost","Benton","WA","WHEAT",73183,1,73183,844.855,86.622
"21942","MAR",2013,"Frost","Benton","WA","WHEAT",199811.75,2,99905.875,2214.965,90.2099
"21943","MAY",2013,"Frost","Benton","WA","WHEAT",72938,2,36469,1137.015,64.1487
"21944","JUN",2013,"Hail","Benton","WA","WHEAT",827.22,1,827.22,26.0202,31.7915
"21945","JUL",2003,"Heat","Benton","WA","WHEAT",1304,1,1304,55.1,23.6661
"21946","AUG",2004,"Heat","Benton","WA","WHEAT",26440,1,26440,4040.62,6.5436
"21947","MAY",2006,"Heat","Benton","WA","WHEAT",26636.4,2,13318.2,1678.61,15.8681
"21948","MAY",2007,"Heat","Benton","WA","WHEAT",42104,2,21052,414.94,101.4701
"21949","MAY",2008,"Heat","Benton","WA","WHEAT",24051,2,12025.5,395.73,60.7763
"21950","JUL",2009,"Heat","Benton","WA","WHEAT",8995,1,8995,206,43.665
"21951","MAY",2009,"Heat","Benton","WA","WHEAT",21685,1,21685,314,69.0605
"21952","APR",2012,"Heat","Benton","WA","WHEAT",1808.4,1,1808.4,261.66,6.9113
"21953","MAY",2012,"Heat","Benton","WA","WHEAT",2712.6,1,2712.6,392.49,6.9113
"21954","AUG",2013,"Heat","Benton","WA","WHEAT",176721,1,176721,1473,119.9735
"21955","MAY",2013,"Heat","Benton","WA","WHEAT",415192.7,3,138397.566666667,9500.395,43.7027
"21956","NOV",2014,"Heat","Benton","WA","WHEAT",91431,1,91431,833.28,109.7242
"21957","JUL",2015,"Heat","Benton","WA","WHEAT",263811.44,1,263811.44,2193.918,120.2467
"21958","JUN",2015,"Heat","Benton","WA","WHEAT",191111,1,191111,3537.325,54.027
"21959","MAY",2015,"Heat","Benton","WA","WHEAT",27088.88,1,27088.88,410.1272,66.0499
"21960","APR",2002,"Other (Snow-Lightning-Etc.)","Benton","WA","WHEAT",1415,1,1415,40.24,35.164
"21961","JUN",2002,"Other (Snow-Lightning-Etc.)","Benton","WA","WHEAT",1629,1,1629,46.48,35.0473
"21962","JAN",2004,"Other (Snow-Lightning-Etc.)","Benton","WA","WHEAT",11456,1,11456,745.84,15.3599
"21963","JUN",2004,"Other (Snow-Lightning-Etc.)","Benton","WA","WHEAT",54467,1,54467,2112,25.7893
"21964","JUL",2009,"Other (Snow-Lightning-Etc.)","Benton","WA","WHEAT",138651,2,69325.5,1955.7,70.8958
"21965","APR",2014,"Other Causes","Benton","WA","WHEAT",4495.25,1,4495.25,312.7775,14.372
"21966","FEB",2014,"Other Causes","Benton","WA","WHEAT",119941.2,1,119941.2,1583.598,75.7397
"21967","MAR",2014,"Other Causes","Benton","WA","WHEAT",21745.35,2,10872.675,354.816,61.2863
"21968","MAY",2003,"Plant Disease","Benton","WA","WHEAT",9431,1,9431,99.1,95.1665
"21969","AUG",2009,"Wildlife","Benton","WA","WHEAT",281.25,1,281.25,2.45,114.7959
"21970","JUL",2009,"Wildlife","Benton","WA","WHEAT",5017.25,1,5017.25,145.175,34.56
"21971","MAR",2001,"Wind/Excess Wind","Benton","WA","WHEAT",3288,1,3288,3186.3,1.0319
"21972","JAN",2003,"Wind/Excess Wind","Benton","WA","WHEAT",15991,1,15991,734,21.7861
"21973","MAR",2003,"Wind/Excess Wind","Benton","WA","WHEAT",6172,1,6172,703.36,8.775
"21974","APR",2004,"Wind/Excess Wind","Benton","WA","WHEAT",4580,1,4580,365.16,12.5424
"21975","DEC",2004,"Wind/Excess Wind","Benton","WA","WHEAT",14663.85,2,7331.925,1209.94,12.1195
"21976","MAR",2004,"Wind/Excess Wind","Benton","WA","WHEAT",2880,1,2880,250,11.52
"21977","APR",2005,"Wind/Excess Wind","Benton","WA","WHEAT",2911,1,2911,250.2,11.6347
"21978","MAR",2015,"Wind/Excess Wind","Benton","WA","WHEAT",645,1,645,26,24.8077
"21979","APR",2001,"Cold Wet Weather","Columbia","WA","WHEAT",8062.5,2,4031.25,183.5225,43.9319
"21980","JAN",2004,"Cold Wet Weather","Columbia","WA","WHEAT",15604,1,15604,318.9,48.9307
"21981","MAY",2006,"Cold Wet Weather","Columbia","WA","WHEAT",3126,1,3126,124.62,25.0843
"21982","AUG",2009,"Cold Wet Weather","Columbia","WA","WHEAT",8218.14,1,8218.14,81.0492,101.3969
"21983","MAR",2009,"Cold Wet Weather","Columbia","WA","WHEAT",7438,1,7438,166.08,44.7856
"21984","MAY",2009,"Cold Wet Weather","Columbia","WA","WHEAT",49012,1,49012,295.48,165.8725
"21985","APR",2010,"Cold Wet Weather","Columbia","WA","WHEAT",8056,1,8056,151.6,53.1398
"21986","JUN",2010,"Cold Wet Weather","Columbia","WA","WHEAT",2331.21,1,2331.21,17.442,133.655
"21987","MAY",2010,"Cold Wet Weather","Columbia","WA","WHEAT",22635.3,2,11317.65,858.4825,26.3666
"21988","FEB",2011,"Cold Wet Weather","Columbia","WA","WHEAT",740,1,740,26,28.4615
"21989","MAY",2011,"Cold Wet Weather","Columbia","WA","WHEAT",95191.2,1,95191.2,538.29,176.84
"21990","APR",2008,"Cold Winter","Columbia","WA","WHEAT",1062,1,1062,28.15,37.7265
"21991","DEC",2009,"Cold Winter","Columbia","WA","WHEAT",8492.4,1,8492.4,23.84,356.2248
"21992","MAY",2010,"Cold Winter","Columbia","WA","WHEAT",4740.6,1,4740.6,79.44,59.6752
"21993","DEC",2011,"Cold Winter","Columbia","WA","WHEAT",1343,1,1343,26.25,51.1619
"21994","DEC",2015,"Cold Winter","Columbia","WA","WHEAT",27637,2,13818.5,1117.23,24.7371
"21995","FEB",2015,"Cold Winter","Columbia","WA","WHEAT",5858,1,5858,235.6,24.8642
"21996","AUG",2003,"Decline in Price","Columbia","WA","WHEAT",147,1,147,211.52,0.695
"21997","SEP",2003,"Decline in Price","Columbia","WA","WHEAT",1789,1,1789,762.69,2.3456
"21998","JUL",2005,"Decline in Price","Columbia","WA","WHEAT",3059,1,3059,196.36,15.5785
"21999","JUN",2005,"Decline in Price","Columbia","WA","WHEAT",809,1,809,40.28,20.0844
"22000","SEP",2005,"Decline in Price","Columbia","WA","WHEAT",1511,1,1511,224.88,6.7191
"22001","AUG",2006,"Decline in Price","Columbia","WA","WHEAT",1.7,1,1.7,0.8029,2.1173
"22002","SEP",2006,"Decline in Price","Columbia","WA","WHEAT",168.3,1,168.3,79.4871,2.1173
"22003","AUG",2009,"Decline in Price","Columbia","WA","WHEAT",3166603,1,3166603,24244.89,130.6091
"22004","JUL",2009,"Decline in Price","Columbia","WA","WHEAT",584392.54,1,584392.54,4322.3366,135.2029
"22005","JUN",2009,"Decline in Price","Columbia","WA","WHEAT",177399,1,177399,1145.08,154.9228
"22006","MAR",2009,"Decline in Price","Columbia","WA","WHEAT",12738.6,1,12738.6,35.76,356.2248
"22007","SEP",2009,"Decline in Price","Columbia","WA","WHEAT",4935739.6,2,2467869.8,35083.0151,140.6874
"22008","JUL",2010,"Decline in Price","Columbia","WA","WHEAT",13153,1,13153,103.44,127.1558
"22009","AUG",2011,"Decline in Price","Columbia","WA","WHEAT",25194,1,25194,740.92,34.0037
"22010","SEP",2011,"Decline in Price","Columbia","WA","WHEAT",85311,2,42655.5,2599.245,32.8215
"22011","AUG",2013,"Decline in Price","Columbia","WA","WHEAT",165092,1,165092,4310.225,38.3024
"22012","JUL",2013,"Decline in Price","Columbia","WA","WHEAT",40628,1,40628,1117.3,36.3627
"22013","JUN",2013,"Decline in Price","Columbia","WA","WHEAT",14476.44,2,7238.22,72.204,200.4936
"22014","MAY",2013,"Decline in Price","Columbia","WA","WHEAT",18332.04,2,9166.02,447.9308,40.9261
"22015","OCT",2013,"Decline in Price","Columbia","WA","WHEAT",21713.52,1,21713.52,560.313,38.7525
"22016","SEP",2013,"Decline in Price","Columbia","WA","WHEAT",217943.12,2,108971.56,6761.6602,32.2322
"22017","AUG",2014,"Decline in Price","Columbia","WA","WHEAT",40074.5,1,40074.5,432.435,92.6717
"22018","JUL",2014,"Decline in Price","Columbia","WA","WHEAT",7206,1,7206,178.02,40.4786
"22019","JUN",2014,"Decline in Price","Columbia","WA","WHEAT",158463.2,1,158463.2,1789.736,88.54
"22020","SEP",2014,"Decline in Price","Columbia","WA","WHEAT",88118.15,1,88118.15,2106.39,41.8337
"22021","APR",2015,"Decline in Price","Columbia","WA","WHEAT",31826.19,1,31826.19,244.3056,130.272
"22022","AUG",2015,"Decline in Price","Columbia","WA","WHEAT",108249.55,1,108249.55,3789.029,28.5692
"22023","FEB",2015,"Decline in Price","Columbia","WA","WHEAT",13.88,1,13.88,0.8332,16.6587
"22024","JUL",2015,"Decline in Price","Columbia","WA","WHEAT",121556,1,121556,3316.05,36.6569
"22025","JUN",2015,"Decline in Price","Columbia","WA","WHEAT",7094,1,7094,142.94,49.6292
"22026","MAY",2015,"Decline in Price","Columbia","WA","WHEAT",24986.71,1,24986.71,381.6295,65.4737
"22027","SEP",2015,"Decline in Price","Columbia","WA","WHEAT",585841.98,1,585841.98,9481.3058,61.7892
"22028","APR",2001,"Drought","Columbia","WA","WHEAT",7575,2,3787.5,302.17,25.0687
"22029","JUL",2001,"Drought","Columbia","WA","WHEAT",4370,1,4370,538.65,8.1129
"22030","JUN",2001,"Drought","Columbia","WA","WHEAT",104611.1,2,52305.55,3145.2835,33.2597
"22031","MAY",2001,"Drought","Columbia","WA","WHEAT",45925,2,22962.5,1288.16,35.6516
"22032","SEP",2001,"Drought","Columbia","WA","WHEAT",52296,1,52296,1540.07,33.9569
"22033","AUG",2002,"Drought","Columbia","WA","WHEAT",26815,2,13407.5,496.1,54.0516
"22034","FEB",2002,"Drought","Columbia","WA","WHEAT",6066.4,1,6066.4,214.72,28.2526
"22035","JUL",2002,"Drought","Columbia","WA","WHEAT",1691,2,845.5,282.96,5.9761
"22036","JUN",2002,"Drought","Columbia","WA","WHEAT",94911,2,47455.5,3703.36,25.6283
"22037","MAR",2002,"Drought","Columbia","WA","WHEAT",2485,1,2485,67.2,36.9792
"22038","MAY",2002,"Drought","Columbia","WA","WHEAT",10010,2,5005,1349.93,7.4152
"22039","JUL",2003,"Drought","Columbia","WA","WHEAT",44189,1,44189,891.37,49.5743
"22040","JUN",2003,"Drought","Columbia","WA","WHEAT",49139.28,2,24569.64,3837.7592,12.8042
"22041","MAY",2003,"Drought","Columbia","WA","WHEAT",49762.86,2,24881.43,2857.691,17.4137
"22042","JAN",2005,"Drought","Columbia","WA","WHEAT",23564,1,23564,279.1,84.4285
"22043","JUL",2005,"Drought","Columbia","WA","WHEAT",4353,1,4353,304.28,14.3059
"22044","JUN",2005,"Drought","Columbia","WA","WHEAT",371453.6,2,185726.8,7991.86,46.479
"22045","MAY",2005,"Drought","Columbia","WA","WHEAT",343383.2,3,114461.066666667,5523.584,62.1667
"22046","APR",2006,"Drought","Columbia","WA","WHEAT",31558,1,31558,791.65,39.8636
"22047","AUG",2006,"Drought","Columbia","WA","WHEAT",280,1,280,9,31.1111
"22048","JUN",2006,"Drought","Columbia","WA","WHEAT",125077.4,1,125077.4,1731.822,72.223
"22049","MAY",2006,"Drought","Columbia","WA","WHEAT",24485.6,2,12242.8,1064.512,23.0017
"22050","AUG",2007,"Drought","Columbia","WA","WHEAT",7431,1,7431,63.17,117.635
"22051","DEC",2007,"Drought","Columbia","WA","WHEAT",1978,1,1978,132.396,14.94
"22052","JUN",2007,"Drought","Columbia","WA","WHEAT",32837,1,32837,418.62,78.4411
"22053","MAR",2007,"Drought","Columbia","WA","WHEAT",300,1,300,34.86,8.6059
"22054","MAY",2007,"Drought","Columbia","WA","WHEAT",176781.6,2,88390.8,1948.806,90.7128
"22055","APR",2008,"Drought","Columbia","WA","WHEAT",147030,3,49010,2786.504,52.765
"22056","AUG",2008,"Drought","Columbia","WA","WHEAT",5030,1,5030,69.53,72.3429
"22057","JUL",2008,"Drought","Columbia","WA","WHEAT",1942,1,1942,236.88,8.1982
"22058","JUN",2008,"Drought","Columbia","WA","WHEAT",14143,2,7071.5,878.83,16.093
"22059","MAR",2008,"Drought","Columbia","WA","WHEAT",8501.4,1,8501.4,145.14,58.5738
"22060","MAY",2008,"Drought","Columbia","WA","WHEAT",176708.2,2,88354.1,2491.618,70.9211
"22061","AUG",2009,"Drought","Columbia","WA","WHEAT",70895.34,1,70895.34,336.3917,210.7523
"22062","JUL",2009,"Drought","Columbia","WA","WHEAT",68519.48,1,68519.48,749.5889,91.4094
"22063","JUN",2009,"Drought","Columbia","WA","WHEAT",62662,1,62662,189.69,330.339
"22064","MAR",2009,"Drought","Columbia","WA","WHEAT",27350,1,27350,283.39,96.5101
"22065","MAY",2009,"Drought","Columbia","WA","WHEAT",92353.6,2,46176.8,387.82,238.1352
"22066","OCT",2009,"Drought","Columbia","WA","WHEAT",210398,1,210398,1256.77,167.4117
"22067","JUL",2010,"Drought","Columbia","WA","WHEAT",34648,1,34648,359.4,96.4051
"22068","JUN",2010,"Drought","Columbia","WA","WHEAT",52311,1,52311,1270.7,41.1671
"22069","DEC",2012,"Drought","Columbia","WA","WHEAT",11112,1,11112,345.1,32.1994
"22070","JUL",2012,"Drought","Columbia","WA","WHEAT",152075.1,1,152075.1,654.165,232.4721
"22071","APR",2013,"Drought","Columbia","WA","WHEAT",2867.4,1,2867.4,39.646,72.3251
"22072","JUL",2013,"Drought","Columbia","WA","WHEAT",32766,1,32766,314.31,104.2474
"22073","JUN",2013,"Drought","Columbia","WA","WHEAT",72372.3,1,72372.3,353.921,204.4872
"22074","MAY",2013,"Drought","Columbia","WA","WHEAT",424075.45,2,212037.725,3139.8129,135.0639
"22075","APR",2014,"Drought","Columbia","WA","WHEAT",98577.45,2,49288.725,1009.115,97.687
"22076","AUG",2014,"Drought","Columbia","WA","WHEAT",14370,2,7185,932.75,15.4061
"22077","JUL",2014,"Drought","Columbia","WA","WHEAT",295491.8,2,147745.9,3330.596,88.7204
"22078","JUN",2014,"Drought","Columbia","WA","WHEAT",1588941.04,2,794470.52,18420.5232,86.2593
"22079","MAR",2014,"Drought","Columbia","WA","WHEAT",3759.75,1,3759.75,58.644,64.1114
"22080","MAY",2014,"Drought","Columbia","WA","WHEAT",1463739.24,4,365934.81,16149.269,90.6381
"22081","SEP",2014,"Drought","Columbia","WA","WHEAT",10517,2,5258.5,177.34,59.3042
"22082","APR",2015,"Drought","Columbia","WA","WHEAT",517040.54,2,258520.27,5010.8699,103.1838
"22083","AUG",2015,"Drought","Columbia","WA","WHEAT",562935,2,281467.5,8581.33,65.6
"22084","FEB",2015,"Drought","Columbia","WA","WHEAT",54984,1,54984,726.12,75.723
"22085","JAN",2015,"Drought","Columbia","WA","WHEAT",9974,1,9974,167.54,59.5321
