"","month","year","damagecause","county","state","commodity","loss"
"29685","JUL",1999,"Insects","Umatilla","OR","WHEAT",554
"29686","JUN",2005,"Insects","Umatilla","OR","WHEAT",9284.4
"29687","MAY",2005,"Insects","Umatilla","OR","WHEAT",28303.2
"29688","JAN",2007,"Insects","Umatilla","OR","WHEAT",1253
"29689","APR",2008,"Insects","Umatilla","OR","WHEAT",7223.4
"29690","APR",2011,"Insects","Umatilla","OR","WHEAT",937.7
"29691","JUL",1990,"Other (Snow-Lightning-Etc.)","Umatilla","OR","WHEAT",19950
"29692","JUL",1992,"Other (Snow-Lightning-Etc.)","Umatilla","OR","WHEAT",91126
"29693","AUG",2000,"Other (Snow-Lightning-Etc.)","Umatilla","OR","WHEAT",33667
"29694","JUL",2000,"Other (Snow-Lightning-Etc.)","Umatilla","OR","WHEAT",10439
"29695","JUN",2000,"Other (Snow-Lightning-Etc.)","Umatilla","OR","WHEAT",2297
"29696","SEP",2000,"Other (Snow-Lightning-Etc.)","Umatilla","OR","WHEAT",3257
"29697","MAY",2003,"Other (Snow-Lightning-Etc.)","Umatilla","OR","WHEAT",11772
"29698","JUN",2004,"Other (Snow-Lightning-Etc.)","Umatilla","OR","WHEAT",21
"29699","NOV",2004,"Other (Snow-Lightning-Etc.)","Umatilla","OR","WHEAT",729
"29700","FEB",2005,"Other (Snow-Lightning-Etc.)","Umatilla","OR","WHEAT",6112.4
"29701","MAR",2005,"Other (Snow-Lightning-Etc.)","Umatilla","OR","WHEAT",1802.8
"29702","APR",2006,"Other (Snow-Lightning-Etc.)","Umatilla","OR","WHEAT",5103.8
"29703","JUN",2007,"Other (Snow-Lightning-Etc.)","Umatilla","OR","WHEAT",6470.7
"29704","JUL",2010,"Other (Snow-Lightning-Etc.)","Umatilla","OR","WHEAT",115960.65
"29705","JUN",2010,"Other (Snow-Lightning-Etc.)","Umatilla","OR","WHEAT",5023.5
"29706","MAR",2012,"Other (Snow-Lightning-Etc.)","Umatilla","OR","WHEAT",3971
"29707","MAY",2012,"Other (Snow-Lightning-Etc.)","Umatilla","OR","WHEAT",10824
"29708","MAY",2015,"Other (Snow-Lightning-Etc.)","Umatilla","OR","WHEAT",15359
"29709","FEB",2011,"Other Causes","Umatilla","OR","WHEAT",1110.9
"29710","JAN",2011,"Other Causes","Umatilla","OR","WHEAT",2196
"29711","APR",2012,"Other Causes","Umatilla","OR","WHEAT",3069.2
"29712","DEC",2012,"Other Causes","Umatilla","OR","WHEAT",13787.5
"29713","MAY",2012,"Other Causes","Umatilla","OR","WHEAT",18648.9
"29714","APR",2013,"Other Causes","Umatilla","OR","WHEAT",14485.2
"29715","FEB",2013,"Other Causes","Umatilla","OR","WHEAT",35291.6
"29716","MAY",2013,"Other Causes","Umatilla","OR","WHEAT",80217.3
"29717","APR",2014,"Other Causes","Umatilla","OR","WHEAT",91129.1
"29718","FEB",2014,"Other Causes","Umatilla","OR","WHEAT",49844
"29719","JAN",2014,"Other Causes","Umatilla","OR","WHEAT",21131.2
"29720","JUN",2014,"Other Causes","Umatilla","OR","WHEAT",103.5
"29721","MAR",2014,"Other Causes","Umatilla","OR","WHEAT",15744.6
"29722","MAY",2014,"Other Causes","Umatilla","OR","WHEAT",120517.65
"29723","OCT",1989,"Plant Disease","Umatilla","OR","WHEAT",191
"29724","MAY",1990,"Plant Disease","Umatilla","OR","WHEAT",15101
"29725","JUN",1992,"Plant Disease","Umatilla","OR","WHEAT",61
"29726","APR",1993,"Plant Disease","Umatilla","OR","WHEAT",11080
"29727","JUN",1993,"Plant Disease","Umatilla","OR","WHEAT",5458
"29728","MAR",1993,"Plant Disease","Umatilla","OR","WHEAT",27049
"29729","MAY",1993,"Plant Disease","Umatilla","OR","WHEAT",7791
"29730","SEP",1993,"Plant Disease","Umatilla","OR","WHEAT",840
"29731","MAY",1994,"Plant Disease","Umatilla","OR","WHEAT",1670
"29732","JUN",1999,"Plant Disease","Umatilla","OR","WHEAT",3243
"29733","APR",2001,"Plant Disease","Umatilla","OR","WHEAT",753.6
"29734","APR",2003,"Plant Disease","Umatilla","OR","WHEAT",30506.8
"29735","JUN",2003,"Plant Disease","Umatilla","OR","WHEAT",11197
"29736","MAY",2003,"Plant Disease","Umatilla","OR","WHEAT",15327
"29737","JUN",2004,"Plant Disease","Umatilla","OR","WHEAT",91413
"29738","APR",2005,"Plant Disease","Umatilla","OR","WHEAT",3748
"29739","JUN",2005,"Plant Disease","Umatilla","OR","WHEAT",53251
"29740","MAR",2005,"Plant Disease","Umatilla","OR","WHEAT",11519
"29741","MAY",2005,"Plant Disease","Umatilla","OR","WHEAT",67451.1
"29742","JUL",2010,"Plant Disease","Umatilla","OR","WHEAT",450
"29743","JUN",2010,"Plant Disease","Umatilla","OR","WHEAT",75301
"29744","APR",2011,"Plant Disease","Umatilla","OR","WHEAT",17967.3
"29745","FEB",2011,"Plant Disease","Umatilla","OR","WHEAT",24628.3
"29746","JAN",2011,"Plant Disease","Umatilla","OR","WHEAT",33539.45
"29747","JUN",2011,"Plant Disease","Umatilla","OR","WHEAT",8195.4
"29748","MAR",2011,"Plant Disease","Umatilla","OR","WHEAT",39601.5
"29749","MAY",2011,"Plant Disease","Umatilla","OR","WHEAT",99080.04
"29750","NOV",2011,"Plant Disease","Umatilla","OR","WHEAT",38
"29751","APR",2012,"Plant Disease","Umatilla","OR","WHEAT",5930.6
"29752","MAR",2012,"Plant Disease","Umatilla","OR","WHEAT",111880.74
"29753","MAY",2012,"Plant Disease","Umatilla","OR","WHEAT",11277.9
"29754","APR",2013,"Plant Disease","Umatilla","OR","WHEAT",22255.3
"29755","MAR",2013,"Plant Disease","Umatilla","OR","WHEAT",13996.1
"29756","JUN",1995,"Wildlife","Umatilla","OR","WHEAT",6884
"29757","APR",1996,"Wildlife","Umatilla","OR","WHEAT",3032
"29758","JAN",1996,"Wildlife","Umatilla","OR","WHEAT",1963
"29759","MAR",1996,"Wildlife","Umatilla","OR","WHEAT",1248
"29760","AUG",1997,"Wildlife","Umatilla","OR","WHEAT",3878
"29761","JAN",2005,"Wildlife","Umatilla","OR","WHEAT",331.4
"29762","DEC",2009,"Wildlife","Umatilla","OR","WHEAT",5196.8
"29763","APR",2010,"Wildlife","Umatilla","OR","WHEAT",3345
"29764","DEC",2010,"Wildlife","Umatilla","OR","WHEAT",62440.35
"29765","APR",2011,"Wildlife","Umatilla","OR","WHEAT",12424.2
"29766","DEC",2011,"Wildlife","Umatilla","OR","WHEAT",26294
"29767","FEB",2011,"Wildlife","Umatilla","OR","WHEAT",6037
"29768","JAN",2011,"Wildlife","Umatilla","OR","WHEAT",54023.9
"29769","JUN",2011,"Wildlife","Umatilla","OR","WHEAT",2767.75
"29770","MAR",2011,"Wildlife","Umatilla","OR","WHEAT",45524.13
"29771","MAY",2011,"Wildlife","Umatilla","OR","WHEAT",6202.8
"29772","NOV",2011,"Wildlife","Umatilla","OR","WHEAT",27666.5
"29773","MAR",2012,"Wildlife","Umatilla","OR","WHEAT",35867
"29774","MAY",2012,"Wildlife","Umatilla","OR","WHEAT",24234
"29775","MAY",2013,"Wildlife","Umatilla","OR","WHEAT",211
"29776","JUL",1994,"Wind/Excess Wind","Umatilla","OR","WHEAT",2456
"29777","FEB",1999,"Wind/Excess Wind","Umatilla","OR","WHEAT",266
"29778","JUN",2000,"Wind/Excess Wind","Umatilla","OR","WHEAT",1360
"29779","JUN",2002,"Wind/Excess Wind","Umatilla","OR","WHEAT",1624.8
"29780","MAR",2002,"Wind/Excess Wind","Umatilla","OR","WHEAT",378
"29781","DEC",2004,"Wind/Excess Wind","Umatilla","OR","WHEAT",34036.9
"29782","FEB",2008,"Wind/Excess Wind","Umatilla","OR","WHEAT",511.5
"29783","AUG",2009,"Wind/Excess Wind","Umatilla","OR","WHEAT",24905
"29784","APR",2010,"Wind/Excess Wind","Umatilla","OR","WHEAT",9633
"29785","JUL",2010,"Wind/Excess Wind","Umatilla","OR","WHEAT",2271.01
"29786","JAN",2011,"Wind/Excess Wind","Umatilla","OR","WHEAT",1589
"29787","JUN",2012,"Wind/Excess Wind","Umatilla","OR","WHEAT",25400.4
"29788","MAY",2012,"Wind/Excess Wind","Umatilla","OR","WHEAT",18648.9
"29789","APR",2001,"Cold Wet Weather","Union","OR","WHEAT",421
"29790","MAY",2005,"Cold Wet Weather","Union","OR","WHEAT",840
"29791","MAR",2006,"Cold Wet Weather","Union","OR","WHEAT",8627
"29792","JAN",2009,"Cold Wet Weather","Union","OR","WHEAT",13642.8
"29793","JUN",2010,"Cold Wet Weather","Union","OR","WHEAT",1845
"29794","OCT",2010,"Cold Wet Weather","Union","OR","WHEAT",1030
"29795","APR",2011,"Cold Wet Weather","Union","OR","WHEAT",10549.7
"29796","DEC",2011,"Cold Wet Weather","Union","OR","WHEAT",1196.7
"29797","JUN",2011,"Cold Wet Weather","Union","OR","WHEAT",16559.2
"29798","MAR",2011,"Cold Wet Weather","Union","OR","WHEAT",1245.6
"29799","MAY",2011,"Cold Wet Weather","Union","OR","WHEAT",81445
"29800","MAR",2003,"Cold Winter","Union","OR","WHEAT",16747.8
"29801","FEB",2004,"Cold Winter","Union","OR","WHEAT",845
"29802","FEB",2008,"Cold Winter","Union","OR","WHEAT",543.6
"29803","SEP",2008,"Cold Winter","Union","OR","WHEAT",1550
"29804","JAN",2009,"Cold Winter","Union","OR","WHEAT",2528.4
"29805","DEC",2010,"Cold Winter","Union","OR","WHEAT",622
"29806","MAR",2010,"Cold Winter","Union","OR","WHEAT",15120
"29807","MAR",2012,"Cold Winter","Union","OR","WHEAT",8753
"29808","DEC",2014,"Cold Winter","Union","OR","WHEAT",10490.5
"29809","JAN",2014,"Cold Winter","Union","OR","WHEAT",10490.5
"29810","DEC",2015,"Cold Winter","Union","OR","WHEAT",122145.6
"29811","JAN",2015,"Cold Winter","Union","OR","WHEAT",81430.4
"29812","AUG",2005,"Decline in Price","Union","OR","WHEAT",840
"29813","SEP",2005,"Decline in Price","Union","OR","WHEAT",3688.4
"29814","AUG",2009,"Decline in Price","Union","OR","WHEAT",433595.84
"29815","JAN",2009,"Decline in Price","Union","OR","WHEAT",14621.6
"29816","JUL",2009,"Decline in Price","Union","OR","WHEAT",215104.2
"29817","JUN",2009,"Decline in Price","Union","OR","WHEAT",36300.02
"29818","SEP",2009,"Decline in Price","Union","OR","WHEAT",419311.02
"29819","SEP",2011,"Decline in Price","Union","OR","WHEAT",7096.8
"29820","AUG",2013,"Decline in Price","Union","OR","WHEAT",7592
"29821","SEP",2013,"Decline in Price","Union","OR","WHEAT",6434
"29822","SEP",2014,"Decline in Price","Union","OR","WHEAT",2252
"29823","MAY",2015,"Decline in Price","Union","OR","WHEAT",2459
"29824","SEP",2015,"Decline in Price","Union","OR","WHEAT",99936.72
"29825","APR",2001,"Drought","Union","OR","WHEAT",692
"29826","AUG",2001,"Drought","Union","OR","WHEAT",38415
"29827","JUN",2001,"Drought","Union","OR","WHEAT",5541
"29828","MAY",2001,"Drought","Union","OR","WHEAT",28037.2
"29829","OCT",2001,"Drought","Union","OR","WHEAT",2220
"29830","APR",2002,"Drought","Union","OR","WHEAT",3044
"29831","AUG",2002,"Drought","Union","OR","WHEAT",9490
"29832","DEC",2002,"Drought","Union","OR","WHEAT",295
"29833","JUL",2002,"Drought","Union","OR","WHEAT",95714.8
"29834","JUN",2002,"Drought","Union","OR","WHEAT",10100
"29835","MAY",2002,"Drought","Union","OR","WHEAT",48484
"29836","NOV",2002,"Drought","Union","OR","WHEAT",6532
"29837","SEP",2002,"Drought","Union","OR","WHEAT",20757
"29838","APR",2003,"Drought","Union","OR","WHEAT",242
"29839","AUG",2003,"Drought","Union","OR","WHEAT",657
"29840","JAN",2003,"Drought","Union","OR","WHEAT",443
"29841","JUL",2003,"Drought","Union","OR","WHEAT",68123
"29842","JUN",2003,"Drought","Union","OR","WHEAT",21565
"29843","MAY",2003,"Drought","Union","OR","WHEAT",4716.3
"29844","OCT",2003,"Drought","Union","OR","WHEAT",13010
"29845","SEP",2003,"Drought","Union","OR","WHEAT",20198
"29846","AUG",2004,"Drought","Union","OR","WHEAT",173
"29847","MAY",2004,"Drought","Union","OR","WHEAT",31834.8
"29848","JUN",2006,"Drought","Union","OR","WHEAT",8183
"29849","AUG",2007,"Drought","Union","OR","WHEAT",12648
"29850","JUL",2007,"Drought","Union","OR","WHEAT",668.5
"29851","JUN",2007,"Drought","Union","OR","WHEAT",9458
"29852","MAY",2007,"Drought","Union","OR","WHEAT",80069
"29853","SEP",2007,"Drought","Union","OR","WHEAT",1438
"29854","JUN",2008,"Drought","Union","OR","WHEAT",1433.6
"29855","MAR",2008,"Drought","Union","OR","WHEAT",4908
"29856","APR",2009,"Drought","Union","OR","WHEAT",693.8
"29857","MAR",2009,"Drought","Union","OR","WHEAT",682.3
"29858","MAY",2009,"Drought","Union","OR","WHEAT",18502.22
"29859","JUN",2010,"Drought","Union","OR","WHEAT",3465
"29860","AUG",2012,"Drought","Union","OR","WHEAT",3093
"29861","JUN",2012,"Drought","Union","OR","WHEAT",37388
"29862","APR",2013,"Drought","Union","OR","WHEAT",2266
"29863","FEB",2013,"Drought","Union","OR","WHEAT",21333
"29864","AUG",2014,"Drought","Union","OR","WHEAT",46521
"29865","JUL",2014,"Drought","Union","OR","WHEAT",892
"29866","JUN",2014,"Drought","Union","OR","WHEAT",2795
"29867","MAY",2014,"Drought","Union","OR","WHEAT",2994
"29868","APR",2015,"Drought","Union","OR","WHEAT",11628.6
"29869","AUG",2015,"Drought","Union","OR","WHEAT",3672
"29870","JUL",2015,"Drought","Union","OR","WHEAT",1063
"29871","JUN",2015,"Drought","Union","OR","WHEAT",886.6
"29872","MAY",2015,"Drought","Union","OR","WHEAT",24411.1
"29873","AUG",2004,"Excess Moisture/Precip/Rain","Union","OR","WHEAT",19974
"29874","SEP",2004,"Excess Moisture/Precip/Rain","Union","OR","WHEAT",3711
"29875","FEB",2007,"Excess Moisture/Precip/Rain","Union","OR","WHEAT",223.3
"29876","AUG",2009,"Excess Moisture/Precip/Rain","Union","OR","WHEAT",5236.6
"29877","MAR",2009,"Excess Moisture/Precip/Rain","Union","OR","WHEAT",718
"29878","JUN",2010,"Excess Moisture/Precip/Rain","Union","OR","WHEAT",17950
"29879","APR",2011,"Excess Moisture/Precip/Rain","Union","OR","WHEAT",9369.4
"29880","JUN",2011,"Excess Moisture/Precip/Rain","Union","OR","WHEAT",1215.5
"29881","MAR",2011,"Excess Moisture/Precip/Rain","Union","OR","WHEAT",3047.5
"29882","MAY",2011,"Excess Moisture/Precip/Rain","Union","OR","WHEAT",300194.1
"29883","MAY",2012,"Excess Moisture/Precip/Rain","Union","OR","WHEAT",11341
"29884","APR",2014,"Excess Moisture/Precip/Rain","Union","OR","WHEAT",44451
"29885","AUG",2001,"Failure Irrig Supply","Union","OR","WHEAT",33256.2
"29886","MAR",2002,"Failure Irrig Supply","Union","OR","WHEAT",2542
"29887","MAR",2005,"Failure Irrig Supply","Union","OR","WHEAT",7312
"29888","MAY",2005,"Failure Irrig Supply","Union","OR","WHEAT",1844.6
"29889","JUN",2007,"Failure Irrig Supply","Union","OR","WHEAT",274.5
"29890","MAY",2008,"Flood","Union","OR","WHEAT",10765
"29891","MAY",2009,"Flood","Union","OR","WHEAT",833.6
"29892","JUN",2010,"Flood","Union","OR","WHEAT",33676
"29893","MAY",2010,"Flood","Union","OR","WHEAT",3170
"29894","APR",2011,"Flood","Union","OR","WHEAT",28083.8
"29895","JUN",2011,"Flood","Union","OR","WHEAT",8939.2
"29896","MAY",2011,"Flood","Union","OR","WHEAT",379795.7
"29897","MAR",2014,"Flood","Union","OR","WHEAT",9580
"29898","MAR",2001,"Freeze","Union","OR","WHEAT",21
"29899","MAY",2004,"Freeze","Union","OR","WHEAT",5422
"29900","JUL",2005,"Freeze","Union","OR","WHEAT",4309
"29901","JAN",2007,"Freeze","Union","OR","WHEAT",1312
"29902","JUN",2007,"Freeze","Union","OR","WHEAT",1369.5
"29903","MAR",2008,"Freeze","Union","OR","WHEAT",735.4
"29904","JUN",2009,"Freeze","Union","OR","WHEAT",1679.4
"29905","DEC",2010,"Freeze","Union","OR","WHEAT",4348
"29906","FEB",2010,"Freeze","Union","OR","WHEAT",875
"29907","JUN",2010,"Freeze","Union","OR","WHEAT",659
"29908","MAY",2010,"Freeze","Union","OR","WHEAT",452
"29909","DEC",2012,"Freeze","Union","OR","WHEAT",9373
"29910","MAY",2013,"Freeze","Union","OR","WHEAT",45723
"29911","DEC",2014,"Freeze","Union","OR","WHEAT",24526
"29912","JAN",2014,"Freeze","Union","OR","WHEAT",323
"29913","JUN",2001,"Frost","Union","OR","WHEAT",-1704.3
"29914","MAR",2001,"Frost","Union","OR","WHEAT",12116
"29915","JUN",2002,"Frost","Union","OR","WHEAT",43928.2
"29916","SEP",2002,"Frost","Union","OR","WHEAT",1513
"29917","APR",2003,"Frost","Union","OR","WHEAT",7689
"29918","JUN",2005,"Frost","Union","OR","WHEAT",4264.8
"29919","FEB",2006,"Frost","Union","OR","WHEAT",4259.5
"29920","MAY",2006,"Frost","Union","OR","WHEAT",1869
"29921","MAY",2007,"Frost","Union","OR","WHEAT",305.55
"29922","FEB",2011,"Frost","Union","OR","WHEAT",2792.3
"29923","MAY",2011,"Frost","Union","OR","WHEAT",72827.6
"29924","APR",2012,"Frost","Union","OR","WHEAT",165
"29925","JUL",2012,"Frost","Union","OR","WHEAT",5.94
"29926","JUN",2012,"Frost","Union","OR","WHEAT",3.06
"29927","MAY",2012,"Frost","Union","OR","WHEAT",165
"29928","APR",2013,"Frost","Union","OR","WHEAT",499219.28
"29929","MAY",2013,"Frost","Union","OR","WHEAT",161506.84
"29930","JUN",2001,"Hail","Union","OR","WHEAT",19032
"29931","JUL",2004,"Hail","Union","OR","WHEAT",21609.13
"29932","SEP",2004,"Hail","Union","OR","WHEAT",179
"29933","AUG",2006,"Hail","Union","OR","WHEAT",16027
"29934","JUL",2006,"Hail","Union","OR","WHEAT",12167.3
"29935","JUN",2008,"Hail","Union","OR","WHEAT",15077
"29936","SEP",2008,"Hail","Union","OR","WHEAT",896
"29937","JUN",2010,"Hail","Union","OR","WHEAT",10798
"29938","JUL",2011,"Hail","Union","OR","WHEAT",2406
"29939","JUL",2012,"Hail","Union","OR","WHEAT",61939
"29940","AUG",2013,"Hail","Union","OR","WHEAT",7445.32
"29941","AUG",2014,"Hail","Union","OR","WHEAT",19432
"29942","AUG",2001,"Heat","Union","OR","WHEAT",22170.8
"29943","JUL",2001,"Heat","Union","OR","WHEAT",26709
"29944","MAY",2001,"Heat","Union","OR","WHEAT",1964
"29945","AUG",2002,"Heat","Union","OR","WHEAT",970
"29946","JUL",2002,"Heat","Union","OR","WHEAT",16256
"29947","JUN",2002,"Heat","Union","OR","WHEAT",11355
"29948","MAY",2002,"Heat","Union","OR","WHEAT",12249
"29949","JUL",2003,"Heat","Union","OR","WHEAT",32767
"29950","JUN",2003,"Heat","Union","OR","WHEAT",2285.7
"29951","MAY",2003,"Heat","Union","OR","WHEAT",215
"29952","SEP",2003,"Heat","Union","OR","WHEAT",11165.2
"29953","AUG",2004,"Heat","Union","OR","WHEAT",99.47
"29954","JUL",2004,"Heat","Union","OR","WHEAT",21229.6
"29955","JUL",2005,"Heat","Union","OR","WHEAT",210
"29956","JUN",2005,"Heat","Union","OR","WHEAT",5381
"29957","JUL",2006,"Heat","Union","OR","WHEAT",11208.5
"29958","JUN",2006,"Heat","Union","OR","WHEAT",13806.6
"29959","MAY",2006,"Heat","Union","OR","WHEAT",7757.2
"29960","AUG",2007,"Heat","Union","OR","WHEAT",4179
"29961","JUL",2007,"Heat","Union","OR","WHEAT",3591
"29962","JUN",2007,"Heat","Union","OR","WHEAT",48026.5
"29963","MAY",2007,"Heat","Union","OR","WHEAT",168666.45
"29964","SEP",2007,"Heat","Union","OR","WHEAT",2204
"29965","APR",2008,"Heat","Union","OR","WHEAT",3272
"29966","JUN",2008,"Heat","Union","OR","WHEAT",65532.4
"29967","MAY",2008,"Heat","Union","OR","WHEAT",21992
"29968","JUL",2009,"Heat","Union","OR","WHEAT",5169
"29969","MAY",2011,"Heat","Union","OR","WHEAT",14252.3
"29970","JUL",2012,"Heat","Union","OR","WHEAT",17109
"29971","JUL",2013,"Heat","Union","OR","WHEAT",25815
"29972","JUN",2013,"Heat","Union","OR","WHEAT",6266.5
"29973","MAY",2013,"Heat","Union","OR","WHEAT",7226.34
"29974","SEP",2013,"Heat","Union","OR","WHEAT",1509
"29975","AUG",2014,"Heat","Union","OR","WHEAT",17835
"29976","JUL",2014,"Heat","Union","OR","WHEAT",13368
"29977","JUN",2014,"Heat","Union","OR","WHEAT",44451
"29978","MAY",2014,"Heat","Union","OR","WHEAT",8889
"29979","JUL",2015,"Heat","Union","OR","WHEAT",7102
"29980","JUN",2015,"Heat","Union","OR","WHEAT",430252
"29981","JUL",2006,"Insects","Union","OR","WHEAT",10875.2
"29982","APR",2007,"Insects","Union","OR","WHEAT",3197
"29983","DEC",2008,"Insects","Union","OR","WHEAT",991
"29984","MAY",2009,"Insects","Union","OR","WHEAT",235612.2
"29985","MAY",2011,"Insects","Union","OR","WHEAT",4521.3
"29986","APR",2004,"Other (Snow-Lightning-Etc.)","Union","OR","WHEAT",1069
"29987","JUN",2004,"Other (Snow-Lightning-Etc.)","Union","OR","WHEAT",18098
"29988","JUL",2005,"Plant Disease","Union","OR","WHEAT",30045
"29989","JUN",2005,"Plant Disease","Union","OR","WHEAT",1066.2
"29990","MAY",2006,"Plant Disease","Union","OR","WHEAT",14551.2
"29991","MAR",2006,"Wildlife","Union","OR","WHEAT",1825.5
"29992","JAN",2007,"Wildlife","Union","OR","WHEAT",95.7
"29993","APR",2010,"Wildlife","Union","OR","WHEAT",17186
"29994","JUN",2010,"Wildlife","Union","OR","WHEAT",19056
"29995","JUN",2015,"Wildlife","Union","OR","WHEAT",39813.48
"29996","JAN",2001,"Wind/Excess Wind","Union","OR","WHEAT",13539
"29997","AUG",2009,"Wind/Excess Wind","Union","OR","WHEAT",20706
"29998","DEC",2010,"Wind/Excess Wind","Union","OR","WHEAT",444
"29999","MAY",2011,"Wind/Excess Wind","Union","OR","WHEAT",13926.3
"30000","MAR",2012,"Wind/Excess Wind","Union","OR","WHEAT",5036
"30001","APR",2013,"Wind/Excess Wind","Union","OR","WHEAT",14222
"30002","AUG",2015,"Wind/Excess Wind","Union","OR","WHEAT",16565.5
"30003","MAY",2005,"Cold Wet Weather","Wallowa","OR","WHEAT",513
"30004","MAR",2006,"Cold Wet Weather","Wallowa","OR","WHEAT",710
"30005","MAY",2008,"Cold Wet Weather","Wallowa","OR","WHEAT",108103
"30006","JUN",2010,"Cold Wet Weather","Wallowa","OR","WHEAT",40452
"30007","MAY",2010,"Cold Wet Weather","Wallowa","OR","WHEAT",21634
"30008","JUL",2011,"Cold Wet Weather","Wallowa","OR","WHEAT",3143
"30009","MAY",2011,"Cold Wet Weather","Wallowa","OR","WHEAT",170969
"30010","SEP",2011,"Cold Wet Weather","Wallowa","OR","WHEAT",115300
"30011","MAY",2012,"Cold Wet Weather","Wallowa","OR","WHEAT",9633
"30012","APR",2013,"Cold Wet Weather","Wallowa","OR","WHEAT",38785
"30013","MAY",2013,"Cold Wet Weather","Wallowa","OR","WHEAT",117066
"30014","FEB",2001,"Cold Winter","Wallowa","OR","WHEAT",1120
"30015","FEB",2008,"Cold Winter","Wallowa","OR","WHEAT",1019
"30016","MAR",2012,"Cold Winter","Wallowa","OR","WHEAT",91386
"30017","JAN",2015,"Cold Winter","Wallowa","OR","WHEAT",3333
"30018","MAR",2015,"Cold Winter","Wallowa","OR","WHEAT",791
"30019","AUG",2009,"Decline in Price","Wallowa","OR","WHEAT",344776.5
"30020","JUN",2009,"Decline in Price","Wallowa","OR","WHEAT",1029
"30021","SEP",2009,"Decline in Price","Wallowa","OR","WHEAT",133158.5
"30022","SEP",2011,"Decline in Price","Wallowa","OR","WHEAT",97197.4
"30023","SEP",2013,"Decline in Price","Wallowa","OR","WHEAT",23437
"30024","AUG",2014,"Decline in Price","Wallowa","OR","WHEAT",6865.5
"30025","SEP",2014,"Decline in Price","Wallowa","OR","WHEAT",12480
"30026","JUN",2015,"Decline in Price","Wallowa","OR","WHEAT",3190
"30027","SEP",2015,"Decline in Price","Wallowa","OR","WHEAT",33901.47
"30028","JUN",2001,"Drought","Wallowa","OR","WHEAT",32445
"30029","MAY",2001,"Drought","Wallowa","OR","WHEAT",897
"30030","JUL",2002,"Drought","Wallowa","OR","WHEAT",236.6
"30031","JUN",2002,"Drought","Wallowa","OR","WHEAT",31909.5
"30032","MAY",2002,"Drought","Wallowa","OR","WHEAT",66154
"30033","AUG",2003,"Drought","Wallowa","OR","WHEAT",14472
"30034","JUN",2003,"Drought","Wallowa","OR","WHEAT",70524
"30035","JAN",2004,"Drought","Wallowa","OR","WHEAT",50117
"30036","JUN",2004,"Drought","Wallowa","OR","WHEAT",6178
"30037","APR",2005,"Drought","Wallowa","OR","WHEAT",421
"30038","MAR",2005,"Drought","Wallowa","OR","WHEAT",8939
"30039","MAY",2005,"Drought","Wallowa","OR","WHEAT",51139.4
"30040","OCT",2005,"Drought","Wallowa","OR","WHEAT",355
"30041","AUG",2007,"Drought","Wallowa","OR","WHEAT",135352
"30042","JUL",2007,"Drought","Wallowa","OR","WHEAT",76373
"30043","JUN",2007,"Drought","Wallowa","OR","WHEAT",5431.2
"30044","JUN",2008,"Drought","Wallowa","OR","WHEAT",138306
"30045","OCT",2008,"Drought","Wallowa","OR","WHEAT",29580
"30046","APR",2013,"Drought","Wallowa","OR","WHEAT",1102
"30047","JUN",2013,"Drought","Wallowa","OR","WHEAT",21959.2
"30048","APR",2014,"Drought","Wallowa","OR","WHEAT",12805.6
"30049","FEB",2014,"Drought","Wallowa","OR","WHEAT",19208.4
"30050","JUL",2014,"Drought","Wallowa","OR","WHEAT",3714.5
"30051","JUN",2014,"Drought","Wallowa","OR","WHEAT",111212
"30052","MAY",2014,"Drought","Wallowa","OR","WHEAT",60842
"30053","APR",2015,"Drought","Wallowa","OR","WHEAT",104367.5
"30054","JUL",2015,"Drought","Wallowa","OR","WHEAT",2131.01
"30055","JUN",2015,"Drought","Wallowa","OR","WHEAT",12983.42
"30056","MAR",2015,"Drought","Wallowa","OR","WHEAT",22578.7
"30057","APR",2003,"Excess Moisture/Precip/Rain","Wallowa","OR","WHEAT",11818
"30058","AUG",2004,"Excess Moisture/Precip/Rain","Wallowa","OR","WHEAT",6453.6
"30059","MAY",2004,"Excess Moisture/Precip/Rain","Wallowa","OR","WHEAT",2219.4
"30060","OCT",2004,"Excess Moisture/Precip/Rain","Wallowa","OR","WHEAT",7222
"30061","APR",2005,"Excess Moisture/Precip/Rain","Wallowa","OR","WHEAT",10262
"30062","APR",2006,"Excess Moisture/Precip/Rain","Wallowa","OR","WHEAT",34260
"30063","MAY",2008,"Excess Moisture/Precip/Rain","Wallowa","OR","WHEAT",48657
"30064","AUG",2010,"Excess Moisture/Precip/Rain","Wallowa","OR","WHEAT",571
"30065","DEC",2010,"Excess Moisture/Precip/Rain","Wallowa","OR","WHEAT",2620
"30066","MAY",2010,"Excess Moisture/Precip/Rain","Wallowa","OR","WHEAT",14398
"30067","JUN",2011,"Excess Moisture/Precip/Rain","Wallowa","OR","WHEAT",69164
"30068","MAY",2011,"Excess Moisture/Precip/Rain","Wallowa","OR","WHEAT",16201
"30069","MAY",2012,"Excess Moisture/Precip/Rain","Wallowa","OR","WHEAT",16634
"30070","SEP",2013,"Excess Moisture/Precip/Rain","Wallowa","OR","WHEAT",12878
"30071","JUN",2007,"Freeze","Wallowa","OR","WHEAT",21159.5
"30072","APR",2008,"Freeze","Wallowa","OR","WHEAT",39402
